week,away_team,home_team,season,season_type,game_id,kickoff_utc,kickoff_et,kickoff_pt,home_abbr,away_abbr,venue,city,state_or_country,network,international,neutral_site,divisional,conference,game_label,notes
15,Atlanta Falcons,Arizona,2025,REG,2025W15-ATL@Arizona,,TBD,,,ATL,,,,4:05P FOX,,,,,,
15,Buffalo Bills,Cleveland,2025,REG,2025W15-BUF@Cleveland,,TBD,,,BUF,,,,1:00P CBS,,,,,,
15,Cincinnati Bengals,Miami,2025,REG,2025W15-CIN@Miami,,TBD,,,CIN,,,,8:20P NBC,,,,,,
15,Green Bay Packers,Chicago,2025,REG,2025W15-GB@Chicago,,TBD,,,GB,,,,TBD,,,,,,
15,Jacksonville Jaguars,Denver,2025,REG,2025W15-JAX@Denver,,TBD,,,JAX,,,,4:05P FOX,,,,,,
15,Kansas City Chiefs,Tennessee,2025,REG,2025W15-KC@Tennessee,,TBD,,,KC,,,,1:00P CBS,,,,,,
15,Los Angeles Chargers,Dallas,2025,REG,2025W15-LAC@Dallas,,TBD,,,LAC,,,,1:00P FOX,,,,,,
15,Los Angeles Rams,Seattle,2025,REG,2025W15-LAR@Seattle,,TBD,,,LAR,,,,PRIME VIDEO,,,,,,
15,Las Vegas Raiders,Houston,2025,REG,2025W15-LV@Houston,,TBD,,,LV,,,,4:25P CBS,,,,,,
15,Minnesota Vikings,New,2025,REG,2025W15-MIN@New,,TBD,,,MIN,,,,1:00P FOX,,,,,,
15,New England Patriots,Baltimore,2025,REG,2025W15-NE@Baltimore,,TBD,,,NE,,,,1:00P CBS,,,,,,
15,New York Jets,New,2025,REG,2025W15-NYJ@New,,TBD,,,NYJ,,,,1:00P CBS,,,,,,
15,Philadelphia Eagles,Washington,2025,REG,2025W15-PHI@Washington,,TBD,,,PHI,,,,TBD,,,,,,
15,Pittsburgh Steelers,Detroit,2025,REG,2025W15-PIT@Detroit,,TBD,,,PIT,,,,4:25P CBS,,,,,,
15,Tampa Bay Buccaneers,Carolina,2025,REG,2025W15-TB@Carolina,,TBD,,,TB,,,,1:00P FOX,,,,,,
16,Arizona Cardinals,Cincinnati,2025,REG,2025W16-ARI@Cincinnati,,TBD,,,ARI,,,,TBD,,,,,,
16,Baltimore Ravens,Green,2025,REG,2025W16-BAL@Green,,TBD,,,BAL,,,,TBD,,,,,,
16,Chicago Bears,San,2025,REG,2025W16-CHI@San,,TBD,,,CHI,,,,8:20P NBC,,,,,,
16,Dallas Cowboys,Washington,2025,REG,2025W16-DAL@Washington,,TBD,,,DAL,,,,1:00P NETFLIX,,,,,,
16,Denver Broncos,Kansas,2025,REG,2025W16-DEN@Kansas,,TBD,,,DEN,,,,PRIME VIDEO,,,,,,
16,Detroit Lions,Minnesota,2025,REG,2025W16-DET@Minnesota,,TBD,,,DET,,,,4:30P NETFLIX,,,,,,
16,Houston Texans,Los,2025,REG,2025W16-HOU@Los,,TBD,,,HOU,,,,TBD,,,,,,
16,Jacksonville Jaguars,Indianapolis,2025,REG,2025W16-JAX@Indianapolis,,TBD,,,JAX,,,,1:00P FOX,,,,,,
16,New England Patriots,New,2025,REG,2025W16-NE@New,,TBD,,,NE,,,,1:00P CBS,,,,,,
16,New Orleans Saints,Tennessee,2025,REG,2025W16-NO@Tennessee,,TBD,,,NO,,,,1:00P CBS,,,,,,
16,New York Giants,Las,2025,REG,2025W16-NYG@Las,,TBD,,,NYG,,,,TBD,,,,,,
16,Philadelphia Eagles,Buffalo,2025,REG,2025W16-PHI@Buffalo,,TBD,,,PHI,,,,4:25P FOX,,,,,,
16,Pittsburgh Steelers,Cleveland,2025,REG,2025W16-PIT@Cleveland,,TBD,,,PIT,,,,1:00P CBS,,,,,,
16,Seattle Seahawks,Carolina,2025,REG,2025W16-SEA@Carolina,,TBD,,,SEA,,,,TBD,,,,,,
16,Tampa Bay Buccaneers,Miami,2025,REG,2025W16-TB@Miami,,TBD,,,TB,,,,1:00P FOX,,,,,,
17,Arizona Cardinals,Los,2025,REG,2025W17-ARI@Los,,TBD,,,ARI,,,,TBD,,,,,,
17,Baltimore Ravens,Pittsburgh,2025,REG,2025W17-BAL@Pittsburgh,,TBD,,,BAL,,,,TBD,,,,,,
17,Cleveland Browns,Cincinnati,2025,REG,2025W17-CLE@Cincinnati,,TBD,,,CLE,,,,TBD,,,,,,
17,Dallas Cowboys,New,2025,REG,2025W17-DAL@New,,TBD,,,DAL,,,,TBD,,,,,,
17,Detroit Lions,Chicago,2025,REG,2025W17-DET@Chicago,,TBD,,,DET,,,,TBD,,,,,,
17,Green Bay Packers,Minnesota,2025,REG,2025W17-GB@Minnesota,,TBD,,,GB,,,,TBD,,,,,,
17,Indianapolis Colts,Houston,2025,REG,2025W17-IND@Houston,,TBD,,,IND,,,,TBD,,,,,,
17,Kansas City Chiefs,Las,2025,REG,2025W17-KC@Las,,TBD,,,KC,,,,TBD,,,,,,
17,Los Angeles Chargers,Denver,2025,REG,2025W17-LAC@Denver,,TBD,,,LAC,,,,TBD,,,,,,
17,Miami Dolphins,New,2025,REG,2025W17-MIA@New,,TBD,,,MIA,,,,TBD,,,,,,
17,New Orleans Saints,Atlanta,2025,REG,2025W17-NO@Atlanta,,TBD,,,NO,,,,TBD,,,,,,
17,New York Jets,Buffalo,2025,REG,2025W17-NYJ@Buffalo,,TBD,,,NYJ,,,,TBD,,,,,,
17,Seattle Seahawks,San,2025,REG,2025W17-SEA@San,,TBD,,,SEA,,,,TBD,,,,,,
17,Tennessee Titans,Jacksonville,2025,REG,2025W17-TEN@Jacksonville,,TBD,,,TEN,,,,TBD,,,,,,
17,Washington Commanders,Philadelphia,2025,REG,2025W17-WAS@Philadelphia,,TBD,,,WAS,,,,TBD,,,,,,
18,Arizona Cardinals,Los Angeles Rams,2025,REG,2025W18-ARI@LAR,,TBD,,LAR,ARI,,,,TBD,,,,,,
18,Baltimore Ravens,Pittsburgh Steelers,2025,REG,2025W18-BAL@PIT,,TBD,,PIT,BAL,,,,TBD,,,,,,
18,Carolina Panthers,Tampa Bay Buccaneers,2025,REG,2025W18-CAR@TB,,TBD,,TB,CAR,,,,TBD,,,,,,
18,Cleveland Browns,Cincinnati Bengals,2025,REG,2025W18-CLE@CIN,,TBD,,CIN,CLE,,,,TBD,,,,,,
18,Dallas Cowboys,New York Giants,2025,REG,2025W18-DAL@NYG,,TBD,,NYG,DAL,,,,TBD,,,,,,
18,Detroit Lions,Chicago Bears,2025,REG,2025W18-DET@CHI,,TBD,,CHI,DET,,,,TBD,,,,,,
18,Green Bay Packers,Minnesota Vikings,2025,REG,2025W18-GB@MIN,,TBD,,MIN,GB,,,,TBD,,,,,,
18,Indianapolis Colts,Houston Texans,2025,REG,2025W18-IND@HOU,,TBD,,HOU,IND,,,,TBD,,,,,,
18,Kansas City Chiefs,Las Vegas Raiders,2025,REG,2025W18-KC@LV,,TBD,,LV,KC,,,,TBD,,,,,,
18,Los Angeles Chargers,Denver Broncos,2025,REG,2025W18-LAC@DEN,,TBD,,DEN,LAC,,,,TBD,,,,,,
18,Miami Dolphins,New England Patriots,2025,REG,2025W18-MIA@NE,,TBD,,NE,MIA,,,,TBD,,,,,,
18,New Orleans Saints,Atlanta Falcons,2025,REG,2025W18-NO@ATL,,TBD,,ATL,NO,,,,TBD,,,,,,
18,New York Jets,Buffalo Bills,2025,REG,2025W18-NYJ@BUF,,TBD,,BUF,NYJ,,,,TBD,,,,,,
18,Seattle Seahawks,San Francisco 49ers,2025,REG,2025W18-SEA@SF,,TBD,,SF,SEA,,,,TBD,,,,,,
18,Tennessee Titans,Jacksonville Jaguars,2025,REG,2025W18-TEN@JAX,,TBD,,JAX,TEN,,,,TBD,,,,,,
18,Washington Commanders,Philadelphia Eagles,2025,REG,2025W18-WAS@PHI,,TBD,,PHI,WAS,,,,TBD,,,,,,
